model_id,task,method,ablation,eval_variant,steer_variant,rf_mode,topk,max_accuracy,best_steering_factor
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,single,wo_rf,0.01,0.44,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,single,wo_rf,0.03,0.64,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,single,wo_rf,0.05,0.58,15.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,single,wo_rf,0.07,0.66,10.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,single,wo_rf,0.09,0.6,10.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,single,wo_rf,0.1,0.58,10.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,single,wo_rf,0.5,0.72,2.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,single,wo_rf,1.0,0.76,1.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.01,0.3,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.03,0.44,8.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.05,0.4,4.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.07,0.3,4.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.09,0.34,2.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.1,0.52,2.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.5,0.82,2.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,1.0,1.0,1.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.01,0.32,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.03,0.82,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.05,0.56,5.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.07,0.56,2.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.09,0.52,1.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.1,0.5,2.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,1.0,0.0,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.01,0.54,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.03,0.56,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.05,0.58,6.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.07,0.7,6.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.09,0.72,5.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.1,0.68,4.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.01,0.38,4.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.03,0.56,6.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.05,0.56,2.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.07,0.66,2.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.09,0.54,2.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.1,0.54,1.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.5,0.6,1.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,1.0,0.38,1.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.01,0.4,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.03,0.32,15.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.05,0.36,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.07,0.4,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.09,0.48,15.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.1,0.44,15.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,0.5,0.58,2.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,single,long,wo_rf,1.0,0.48,1.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.01,0.0,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.03,0.0,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.05,0.0,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.07,0.06,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.09,0.02,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.1,0.0,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.5,0.22,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,1.0,0.42,8.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.01,0.12,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.03,0.12,5.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.05,0.26,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.07,0.22,4.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.09,0.18,2.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.1,0.3,2.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,1.0,0.0,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.01,0.1,6.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.03,0.24,8.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.05,0.32,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.07,0.3,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.09,0.52,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.1,0.56,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.01,0.02,6.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.03,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.05,0.02,4.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.07,0.04,2.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.09,0.1,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.1,0.18,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.5,0.16,6.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,1.0,0.08,5.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.01,0.16,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.03,0.24,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.05,0.3,15.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.07,0.3,10.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.09,0.26,15.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.1,0.3,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,0.5,0.24,1.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,w_rf,1.0,0.12,1.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.01,0.0,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.03,0.0,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.05,0.0,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.07,0.08,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.09,0.02,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.1,0.04,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.5,0.3,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,1.0,0.6,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.01,0.12,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.03,0.12,5.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.05,0.32,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.07,0.24,4.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.09,0.8,4.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.1,0.86,4.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.5,0.1,2.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,1.0,0.7,4.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.01,0.1,6.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.03,0.26,8.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.05,0.36,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.07,0.34,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.09,0.54,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.1,0.58,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.5,0.32,1.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,1.0,0.5,1.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.01,0.02,6.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.03,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.05,0.02,4.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.07,0.04,2.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.09,0.12,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.1,0.26,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.5,0.7,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,1.0,0.8,8.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.01,0.16,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.03,0.24,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.05,0.3,15.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.07,0.3,10.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.09,0.28,15.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.1,0.3,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,0.5,0.26,1.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,single,wo_rf,1.0,0.26,20.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.01,0.08,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.03,0.22,8.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.05,0.34,8.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.07,0.5,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.09,0.8,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.1,0.88,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.5,1.0,4.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,1.0,0.98,4.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.01,0.24,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.03,0.8,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.05,0.88,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.07,0.82,4.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.09,0.52,2.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.1,0.56,2.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,1.0,0.0,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.01,0.18,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.03,0.38,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.05,0.54,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.07,0.78,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.09,0.96,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.1,0.94,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.01,0.16,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.03,0.2,8.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.05,0.22,5.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.07,0.34,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.09,0.38,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.1,0.26,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.5,0.66,5.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,1.0,0.7,4.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.01,0.16,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.03,0.16,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.05,0.22,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.07,0.4,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.09,0.24,15.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.1,0.22,10.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,0.5,0.3,4.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,w_rf,1.0,0.14,1.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.01,0.08,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.03,0.22,8.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.05,0.34,8.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.07,0.5,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.09,0.82,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.1,0.88,10.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.5,1.0,5.0
gemma-3-12b-it,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,1.0,1.0,6.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.01,0.24,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.03,0.8,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.05,0.96,10.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.07,0.94,8.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.09,0.98,4.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.1,0.82,4.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.5,1.0,5.0
Qwen1.5-14B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,1.0,0.98,6.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.01,0.18,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.03,0.38,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.05,0.56,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.07,0.8,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.09,1.0,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.1,1.0,10.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.5,0.34,1.0
Qwen1.5-32B-Chat,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,1.0,0.3,2.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.01,0.16,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.03,0.2,8.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.05,0.22,5.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.07,0.34,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.09,0.38,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.1,0.26,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.5,0.94,10.0
OLMo-2-1124-13B-DPO,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,1.0,1.0,4.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.01,0.16,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.03,0.16,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.05,0.22,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.07,0.4,20.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.09,0.24,15.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.1,0.24,10.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,0.5,0.82,4.0
Falcon3-10B-Instruct,from_paragraph-long_to_sentence,atp,steer,long,long,wo_rf,1.0,1.0,6.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.01,0.36,10.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.03,0.62,8.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.05,0.6,6.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.07,0.64,5.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.09,0.58,4.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.1,0.58,4.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.5,0.68,2.0
gemma-3-12b-it,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,1.0,0.74,1.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.01,0.22,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.03,0.84,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.05,0.92,5.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.07,0.88,5.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.09,0.86,4.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.1,0.8,4.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,1.0,0.0,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.01,0.64,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.03,0.62,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.05,0.74,10.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.07,0.88,6.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.09,0.8,6.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.1,0.86,6.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.5,0.04,1.0
Qwen1.5-32B-Chat,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.01,0.54,8.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.03,0.44,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.05,0.56,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.07,0.56,2.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.09,0.52,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.1,0.56,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.5,0.24,1.0
OLMo-2-1124-13B-DPO,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,1.0,0.3,1.0
Falcon3-10B-Instruct,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.01,0.38,20.0
Falcon3-10B-Instruct,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.03,0.46,20.0
Falcon3-10B-Instruct,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.05,0.54,20.0
Falcon3-10B-Instruct,from_paragraph-single_to_sentence,atp,steer,single,single,wo_rf,0.07,0.62,20.0
